MATK,HOTEN,SDT,EMAIL,CCCD,GIOITINH,NGAYSINH,DIEM_LOYALTY,SOTIENDATIEU,MACAPBAC
29462,Nam Hải Đặng,0989800514,user29462@example.com,713048156082,Nam,1993-03-25,2424,2461096,2
29463,Bảo Phú Hoàng,0968114727,user29463@example.com,781057772931,Nam,1997-12-15,2158,6344272,3
29464,Cô Kim Trần,0950771555,user29464@example.com,727013725792,Nữ,2000-11-10,2500,15327664,2
29465,Trọng Văn Nguyễn,0996058813,user29465@example.com,374886535836,Nữ,2005-03-28,348,7769428,1
29466,Châu Mai Mai,0993068309,user29466@example.com,870452220290,Nam,1993-07-28,4074,2326346,3
29467,Bà Hồng Mai,0962803692,user29467@example.com,360078215247,Nam,1997-09-12,2547,14275495,1
29468,Thành Đức Lê,0927005464,user29468@example.com,355019132730,Nữ,2000-06-08,4063,8215896,1
29469,Khoa Đặng,0974502707,user29469@example.com,651351358705,Nữ,2002-07-04,1966,4215784,2
29470,Nhật Văn Đặng,0961802267,user29470@example.com,537194100007,Nam,1995-07-21,3716,19483538,2
29471,Hà Bùi,0975975100,user29471@example.com,103385745291,Nam,2000-04-30,2545,5335734,2
29472,An Trí Hoàng,0917099558,user29472@example.com,463563579536,Nữ,1993-07-11,383,9366995,1
29473,Chi Hoàng,0917748923,user29473@example.com,604540291696,Nữ,2000-07-29,1928,3092154,1
29474,Mai Mai,0923707023,user29474@example.com,482272500012,Nam,1990-11-17,1133,8701303,1
29475,Chị Chi Vũ,0983416919,user29475@example.com,310244054136,Nam,1996-09-24,575,4122133,1
29476,Cô Hà Phạm,0950649285,user29476@example.com,149775229658,Nam,1998-06-26,4798,12214628,1
29477,Bác Khoa Mai,0995151037,user29477@example.com,274346561518,Nữ,1997-11-30,3894,600020,1
29478,Khoa Đức Lê,0963729180,user29478@example.com,392938295902,Nam,1993-04-30,1075,14129244,2
29479,Quý cô Hải Hoàng,0965157218,user29479@example.com,101187849763,Nữ,1998-09-28,1604,13041397,1
29480,Quý ông Hoàng Trần,0913994807,user29480@example.com,887325709227,Nữ,1997-08-05,1045,8949822,1
29481,Linh Dương,0914772717,user29481@example.com,552470259808,Nam,1992-11-11,2099,6053426,3
29482,Hưng Hoàng Vũ,0946495226,user29482@example.com,933478706367,Nữ,2005-10-18,1890,6955558,1
29483,Vân Bùi,0964752489,user29483@example.com,810495711022,Nữ,1996-11-13,814,16012155,2
29484,Châu Đức Lê,0922240760,user29484@example.com,512273789821,Nữ,2000-05-27,4335,19445140,1
29485,Thảo Đặng,0998578605,user29485@example.com,156303440789,Nữ,1992-12-08,3438,6831688,2
29486,Quang Hữu Mai,0948384471,user29486@example.com,881425651344,Nữ,1996-09-06,3910,15467903,2
29487,Anh Hoàng,0939400543,user29487@example.com,561598903341,Nữ,1998-08-29,1979,15381859,2
29488,Hạnh Tấn Đặng,0983873907,user29488@example.com,647269741715,Nữ,1994-08-19,1709,4726352,3
29489,Anh Khoa Phạm,0964019067,user29489@example.com,638847554378,Nam,2004-10-09,3065,18933200,2
29490,Phương Mai Bảo Trần,0984581195,user29490@example.com,362813986210,Nam,1991-09-24,3528,12707882,3
29491,Hồng Đặng,0965377835,user29491@example.com,629725392090,Nữ,2005-05-29,986,5546061,1
29492,Cô Vân Hoàng,0961071115,user29492@example.com,647209035197,Nữ,1994-02-04,1496,8684858,3
29493,Phúc Hải Dương,0910958582,user29493@example.com,539380363096,Nam,2003-06-01,4097,15777036,1
29494,Bà Nhật Vũ,0943092903,user29494@example.com,820521753166,Nam,1992-04-19,939,18600029,2
29495,Tú Đức Mai,0963829931,user29495@example.com,255788054047,Nam,1996-09-11,761,19537110,2
29496,Anh Mai Bảo Nguyễn,0957160753,user29496@example.com,579277393356,Nữ,1990-06-17,3721,6491299,1
29497,Lan Đặng,0935664531,user29497@example.com,685019072845,Nam,1992-11-24,1174,13626085,2
29498,Kim Trần,0966007190,user29498@example.com,986578363897,Nữ,2002-05-19,2019,1493819,2
29499,Vi Vũ,0992062986,user29499@example.com,576874618549,Nam,2002-03-04,2170,1761227,3
29500,Hạnh Nguyễn,0989337204,user29500@example.com,763822877684,Nữ,1994-09-02,3079,11448501,3
29501,Hồng Dương,0916906096,user29501@example.com,542855943667,Nữ,2005-11-21,4610,18908725,3
29502,Phương Nguyễn,0968014600,user29502@example.com,441013393774,Nữ,2005-10-22,1271,12872816,3
29503,Quang Dương,0965819462,user29503@example.com,542403175579,Nam,1995-09-13,4306,13322986,3
29504,Hạnh Lê,0946689833,user29504@example.com,251052979902,Nam,1992-01-03,3422,224961,1
29505,Cô Hồng Vũ,0926560559,user29505@example.com,242998006253,Nữ,2003-08-03,3068,18393073,1
29506,Cô Khoa Bùi,0913845541,user29506@example.com,796390787860,Nữ,2001-12-13,1750,10035826,2
29507,Trọng Dương,0991703622,user29507@example.com,214880853271,Nữ,2002-04-20,3181,1964503,1
29508,Huy Hoàng,0918994735,user29508@example.com,544140324769,Nữ,1999-02-23,2501,2559029,2
29509,Cô Kim Nguyễn,0983690409,user29509@example.com,107217188739,Nam,1991-10-08,949,10077303,2
29510,Quý cô Hương Bùi,0942111967,user29510@example.com,129808339193,Nam,1999-04-07,1959,6110572,3
29511,Khoa Trí Lê,0930051205,user29511@example.com,417317672451,Nam,1993-02-28,3936,3607031,3
29512,Linh Mai,0950427302,user29512@example.com,559661074587,Nam,1993-03-28,3045,1469258,2
29513,Chị Ánh Vũ,0911323553,user29513@example.com,387895249588,Nam,1997-01-17,2740,4588192,2
29514,Bác Trọng Phạm,0961085583,user29514@example.com,444483531473,Nữ,1996-01-27,3189,13143793,1
29515,Hải Quang Trần,0993780617,user29515@example.com,879725915843,Nam,2000-04-23,577,8075623,3
29516,Quang Đức Đặng,0971181275,user29516@example.com,464199043221,Nữ,1991-08-02,2827,18452340,2
29517,Thành Hoàng,0925400080,user29517@example.com,733566991576,Nữ,1996-05-15,49,18993938,2
29518,An Trần,0980664006,user29518@example.com,413688788365,Nam,1995-04-17,4676,5090317,1
29519,Anh Phúc Đặng,0945891480,user29519@example.com,341674839084,Nữ,1996-08-17,271,17079299,3
29520,Hồng Hoàng,0964967417,user29520@example.com,883013839506,Nữ,2003-06-24,4321,12490672,3
29521,Thảo Lê,0968780419,user29521@example.com,583828472181,Nữ,2004-10-24,3998,18610196,3
29522,Tùng Hoàng,0954361244,user29522@example.com,390815301136,Nữ,1998-11-16,4386,19739966,1
29523,Bảo Vũ,0927297241,user29523@example.com,136105525202,Nữ,1997-08-31,4528,18880027,2
29524,Hà Đức Đặng,0948891134,user29524@example.com,291609902461,Nam,2000-02-06,1911,3250546,3
29525,Ánh Trần,0944135954,user29525@example.com,955309568634,Nam,1991-03-26,3408,18456277,1
29526,Phương Hải Lê,0910122775,user29526@example.com,238538548351,Nam,2001-03-07,608,13406889,3
29527,Nhật Mai,0917887059,user29527@example.com,779335200908,Nữ,1999-06-08,996,17799009,3
29528,Bà Thành Hoàng,0931027383,user29528@example.com,979682703043,Nam,2004-07-21,4334,7102489,1
29529,Chị Vân Phạm,0937399420,user29529@example.com,260875747101,Nữ,1996-08-19,3966,1364393,2
29530,Nam Bùi,0929625557,user29530@example.com,975153403075,Nam,2000-10-14,2219,1496825,2
29531,Phương Văn Dương,0976270837,user29531@example.com,852644426275,Nữ,2005-12-13,3019,5936345,3
29532,Thành Văn Hoàng,0994162307,user29532@example.com,604888864220,Nữ,1990-08-31,216,18713326,1
29533,Tú Mai Bảo Vũ,0953083688,user29533@example.com,123140952968,Nam,1990-07-07,286,8454266,3
29534,Quý cô Lan Lê,0978699239,user29534@example.com,685334813757,Nữ,1999-10-15,4167,15706725,3
29535,Hương Phạm,0922933659,user29535@example.com,798433259265,Nữ,2004-08-31,473,18962819,1
29536,Nhật Đức Trần,0913395507,user29536@example.com,804333016330,Nữ,1996-06-08,2971,19896328,3
29537,Bác Phúc Bùi,0950707673,user29537@example.com,952058522790,Nam,1998-06-27,3292,19452386,2
29538,Chị Hải Nguyễn,0967974077,user29538@example.com,540451425018,Nam,2000-09-26,107,9333587,3
29539,Tú Hoàng Lê,0916825778,user29539@example.com,826578155512,Nữ,2001-01-18,1693,4226433,1
29540,Cô Thành Dương,0966980246,user29540@example.com,875408123401,Nam,1990-09-09,3402,6248673,3
29541,Yến Bùi,0924437068,user29541@example.com,904369268377,Nam,1991-05-09,2985,5080069,1
29542,Dũng Hoàng,0940522643,user29542@example.com,918717516084,Nữ,1996-11-08,1579,11421312,1
29543,Quý ông Bảo Mai,0964787284,user29543@example.com,508828090690,Nam,1999-04-26,4684,11837962,1
29544,Bác Vũ Vũ,0968222056,user29544@example.com,542365717496,Nữ,1995-09-01,3651,1199691,2
29545,Nhật Vũ,0967085475,user29545@example.com,720460358439,Nữ,1996-04-22,3150,5886391,3
29546,Minh Xuân Dương,0933686891,user29546@example.com,420533525111,Nam,1990-03-17,4104,14320685,3
29547,Huy Văn Phạm,0942743677,user29547@example.com,997622102568,Nữ,1995-04-26,362,15171976,2
29548,Nam Mai,0960571287,user29548@example.com,501777486159,Nam,1998-08-31,1065,1871169,2
29549,Thành Tấn Lê,0915109294,user29549@example.com,929023670900,Nam,2004-05-29,2727,7479784,2
29550,Chị Xuân Trần,0938719747,user29550@example.com,637338472314,Nữ,1998-08-08,3339,8959584,1
29551,Lâm Nguyễn,0926833864,user29551@example.com,480647581171,Nữ,2001-03-22,4859,12000186,3
29552,Dương Bùi,0967859308,user29552@example.com,981494194204,Nữ,1992-03-29,1830,18140485,1
29553,Hải Phú Phạm,0935544054,user29553@example.com,331934839998,Nữ,1992-08-15,4102,6252836,1
29554,An Mai Đặng,0979757827,user29554@example.com,455223134241,Nam,1999-07-23,2406,10424139,2
29555,Quý cô Lan Bùi,0927255642,user29555@example.com,673643266125,Nữ,2001-04-12,1035,107445,3
29556,Kim Hoàng,0985580398,user29556@example.com,640522511322,Nữ,2005-07-13,494,4870217,2
29557,Quang Trần,0960486899,user29557@example.com,755299989538,Nữ,1996-05-26,2868,18595278,3
29558,Phương Văn Nguyễn,0945107645,user29558@example.com,460577350780,Nam,1996-06-06,3640,8282566,2
29559,Quý ông Bảo Hoàng,0984553355,user29559@example.com,617600298411,Nữ,2000-09-18,4500,3748686,1
29560,Hải Tấn Lê,0988221916,user29560@example.com,163841735939,Nữ,2002-01-09,2467,16838243,3
29561,Vũ Văn Bùi,0931070380,user29561@example.com,470651104023,Nữ,1996-10-08,2408,8175563,1
29562,Quang Hải Hoàng,0966319855,user29562@example.com,586013743890,Nữ,1992-02-06,4692,19736204,1
29563,Bà Nhật Hoàng,0918260198,user29563@example.com,405812721913,Nam,1996-12-05,2846,8924700,1
29564,Quý ông Dũng Nguyễn,0963557833,user29564@example.com,286859124486,Nữ,1990-04-20,1238,18660718,1
29565,Tùng Dương,0912153115,user29565@example.com,752554007275,Nam,1998-08-29,3543,19787340,2
29566,Yến Hoàng,0922179371,user29566@example.com,246005639676,Nam,1998-07-20,1889,15887126,1
29567,Chi Nguyễn,0954469174,user29567@example.com,544053530964,Nam,2003-10-13,4590,16301931,2
29568,Anh Mai Hoàng,0947488413,user29568@example.com,821648778869,Nam,1994-05-24,2168,10210668,3
29569,Hoàng Hữu Dương,0951588887,user29569@example.com,474179687301,Nữ,1998-06-19,4464,18122487,3
29570,Anh Mai Trần,0928664301,user29570@example.com,807851876821,Nữ,2001-10-15,3672,4443105,3
29571,Nhiên Lê,0982177311,user29571@example.com,779490948723,Nam,2003-06-28,3447,1448969,2
29572,Hoàng Bùi,0926433348,user29572@example.com,873986748928,Nữ,1999-11-25,831,1871400,1
29573,Hương Trần,0950855523,user29573@example.com,593620769865,Nam,1994-01-05,3287,5802771,3
29574,Trung Trí Trần,0913078249,user29574@example.com,235921436276,Nam,1995-10-08,1055,7256219,2
29575,Nhiên Thị Vũ,0967065899,user29575@example.com,523226459280,Nam,2003-01-05,2397,17111610,1
29576,Mai Bùi,0918825412,user29576@example.com,534080249531,Nữ,1995-03-16,4194,11857972,3
29577,Dũng Trần,0999186640,user29577@example.com,222103510403,Nữ,1994-03-28,1746,59869,2
29578,Chị Duyên Trần,0932363767,user29578@example.com,956412455167,Nam,2000-07-17,4308,19771880,3
29579,Hạnh Hoàng,0980673593,user29579@example.com,148609658394,Nam,2001-05-16,255,3173579,1
29580,Tú Nguyễn,0998823946,user29580@example.com,673589637361,Nam,2005-04-08,2189,11531735,3
29581,Lâm Dương,0913311904,user29581@example.com,187509792575,Nam,1992-08-17,3415,15954876,3
29582,Cô Ngọc Vũ,0951198316,user29582@example.com,192568783083,Nữ,1998-05-26,4849,5211115,1
29583,Yến Mai,0913151416,user29583@example.com,979619055398,Nam,1995-12-16,1029,374328,1
29584,Cô Bảo Dương,0987407954,user29584@example.com,733762534664,Nữ,2002-01-19,2643,15034653,1
29585,Khoa Đặng,0981154036,user29585@example.com,508243077841,Nam,1996-06-25,4853,305750,1
29586,Hà Bùi,0946016862,user29586@example.com,460602704829,Nam,2000-04-13,2339,8434978,1
29587,Châu Mai Bảo Đặng,0969226199,user29587@example.com,469858732963,Nữ,1997-04-08,1178,9939177,1
29588,Tú Thị Hoàng,0921647566,user29588@example.com,154225383364,Nam,1995-01-29,374,13413142,2
29589,Bảo Đặng,0913282155,user29589@example.com,830736150919,Nam,1995-09-15,1631,8768289,2
29590,Thành Quang Lê,0954533964,user29590@example.com,628465234405,Nam,2005-07-31,249,4207903,1
29591,Quý cô Thảo Vũ,0984910367,user29591@example.com,875562703405,Nữ,2001-10-18,139,15565014,3
29592,Hạnh Trần,0966906854,user29592@example.com,567355288512,Nam,2005-08-08,2272,18948845,1
29593,Cô Dương Mai,0981010732,user29593@example.com,242062897524,Nam,1993-02-01,1201,5353233,1
29594,Nhiên Lê,0914960809,user29594@example.com,834185434262,Nữ,1995-05-29,2090,1115228,1
29595,Nhật Trí Nguyễn,0966401746,user29595@example.com,535343662494,Nam,2001-03-09,988,19087567,2
29596,Quý cô Hải Mai,0953276759,user29596@example.com,842701651120,Nữ,1993-10-18,2282,8703708,2
29597,Xuân Hoàng,0916006702,user29597@example.com,977822426746,Nữ,1996-02-10,3298,380596,1
29598,Hưng Đức Nguyễn,0933667806,user29598@example.com,282200882652,Nam,1998-09-19,4812,373243,2
29599,Chị Hà Mai,0954650075,user29599@example.com,954606363220,Nữ,1991-02-11,3746,17009933,3
29600,Dương Hoàng,0980867037,user29600@example.com,663817021472,Nam,2005-08-30,2978,11497252,3
29601,Quý ông Nam Bùi,0926492688,user29601@example.com,205838338932,Nam,1999-05-06,1531,492649,2
29602,Quang Dương,0942207498,user29602@example.com,704952442201,Nam,2004-11-13,1575,11922329,2
29603,Hải Tấn Vũ,0926973573,user29603@example.com,943200253485,Nam,2000-07-28,4645,14517944,1
29604,Chị Dương Trần,0992710791,user29604@example.com,864031325297,Nữ,2002-06-16,2511,7949466,1
29605,Bác Bảo Hoàng,0960798694,user29605@example.com,526117098205,Nam,2002-01-28,1959,3855424,2
29606,Hạnh Thế Dương,0916328989,user29606@example.com,953812805778,Nữ,2003-06-23,3542,15339139,1
29607,Phương Thế Trần,0928361911,user29607@example.com,357923653241,Nam,1992-08-02,230,13642648,3
29608,Thảo Trần,0920216679,user29608@example.com,517167812887,Nam,1992-11-10,3859,16632010,2
29609,Bác Dũng Dương,0912306133,user29609@example.com,775490879809,Nữ,1993-05-05,1739,17718874,3
29610,Kim Thị Bùi,0951567187,user29610@example.com,722563966408,Nữ,2000-01-04,2810,7223519,2
29611,Quý ông Bảo Nguyễn,0922961779,user29611@example.com,576562184944,Nữ,1994-03-15,3851,14314979,1
29612,Bà Linh Phạm,0960922058,user29612@example.com,444162109399,Nam,1997-09-16,148,18746757,2
29613,Quang Mai,0943713330,user29613@example.com,794028850908,Nam,1997-06-23,2648,13981487,3
29614,Bác Nam Hoàng,0921341257,user29614@example.com,188878325960,Nam,1996-12-31,3775,2828066,2
29615,Hương Hoàng,0995947329,user29615@example.com,482361368933,Nam,1997-01-18,1764,6807800,3
29616,Quý ông Hưng Hoàng,0989179109,user29616@example.com,958531664314,Nữ,1992-02-20,3781,12436350,3
29617,Hoàng Đặng,0979652664,user29617@example.com,852195060901,Nam,1995-04-19,410,2875282,2
29618,Dương Nguyễn,0956958011,user29618@example.com,448818028425,Nam,1998-09-11,278,13595006,2
29619,Chị Hải Phạm,0997954089,user29619@example.com,206080912414,Nữ,2005-07-09,3193,11235888,2
29620,Khoa Bảo Phạm,0927814746,user29620@example.com,218855638626,Nữ,1993-06-10,4028,13727571,1
29621,Bà Duyên Nguyễn,0979401163,user29621@example.com,637496599809,Nam,2005-09-04,441,17023588,2
29622,Phúc Nguyễn,0920852235,user29622@example.com,241351795152,Nữ,1996-05-09,629,12512757,2
29623,Thành Dương,0965356533,user29623@example.com,906175405176,Nữ,2003-03-02,1068,13472920,1
29624,Hưng Đức Lê,0993408950,user29624@example.com,412003303915,Nam,1990-04-14,281,7511269,2
29625,Phương Lê,0964183141,user29625@example.com,639115765852,Nữ,1992-03-22,4230,5182512,2
29626,Hương Trần,0967648544,user29626@example.com,264198752909,Nam,2002-05-12,3286,13347795,2
29627,Bác Nhiên Bùi,0924471363,user29627@example.com,851226490594,Nam,1998-08-04,876,17226159,1
29628,Bác Thành Đặng,0972490606,user29628@example.com,292719156721,Nam,1990-01-11,1799,19963171,2
29629,Bác Tú Lê,0959581696,user29629@example.com,935779586887,Nam,2002-06-17,2683,17931675,2
29630,Hạnh Đức Lê,0923162948,user29630@example.com,227196674140,Nam,2002-03-26,2112,9203803,3
29631,Khoa Mai Bảo Bùi,0934352237,user29631@example.com,299471325280,Nam,1997-09-10,60,15288626,1
29632,Quý cô Nhật Vũ,0960884498,user29632@example.com,632326296672,Nữ,2003-05-08,4886,3897854,1
29633,Thành Dương,0928622488,user29633@example.com,618240886246,Nam,2005-01-17,3880,13233759,3
29634,Linh Mai,0961040994,user29634@example.com,296702595555,Nữ,1997-01-08,74,12515410,3
29635,Bảo Lê,0956062995,user29635@example.com,542636034208,Nam,1990-09-17,3361,12003127,3
29636,Quý cô Hương Lê,0934477678,user29636@example.com,860258057212,Nam,1999-03-01,1660,12332957,1
29637,Cô Ánh Đặng,0952071982,user29637@example.com,381080268167,Nam,2001-02-13,4362,18832889,3
29638,Thành Bùi,0959899234,user29638@example.com,136877912444,Nam,2001-06-06,214,12963010,2
29639,Dương Đặng,0941845428,user29639@example.com,890968773985,Nam,1993-07-25,3199,15335078,1
29640,Ông Tùng Vũ,0967420802,user29640@example.com,871377191842,Nam,2001-10-09,2202,6018873,2
29641,Tú Phạm,0952330739,user29641@example.com,904243681237,Nam,1990-10-22,2362,6351021,2
29642,Huy Trần,0976412246,user29642@example.com,785484745384,Nam,2002-12-14,2296,8243090,3
29643,Chị Xuân Trần,0920730498,user29643@example.com,424084750361,Nữ,2001-05-01,188,4632870,2
29644,Thành Xuân Mai,0995867919,user29644@example.com,364591423524,Nam,1999-01-31,1098,18153920,1
29645,Cô Xuân Nguyễn,0921577885,user29645@example.com,141840099350,Nam,1994-04-21,847,8147566,2
29646,Nhiên Bùi,0919798295,user29646@example.com,696675615140,Nam,2005-01-14,1477,10912737,1
29647,Châu Thế Lê,0921050352,user29647@example.com,461705995026,Nữ,1996-02-11,4144,8074196,3
29648,Hạnh Đặng,0956380875,user29648@example.com,877705620413,Nữ,1990-09-23,247,7500935,2
29649,Kim Hữu Đặng,0945692782,user29649@example.com,692859007456,Nam,1999-05-03,1799,14652611,1
29650,Bảo Hoàng,0937719090,user29650@example.com,124847301296,Nữ,1996-01-25,3442,16009499,3
29651,Nhật Hữu Phạm,0962345133,user29651@example.com,378536954677,Nam,2004-02-22,1019,11354058,2
29652,Huy Vũ,0952324090,user29652@example.com,146340373359,Nữ,1992-01-03,1518,10040295,1
29653,Anh Thành Mai,0915225517,user29653@example.com,361599922454,Nam,2003-11-14,667,4725730,3
29654,Cô Hà Hoàng,0919300232,user29654@example.com,457795551665,Nam,1990-02-23,4983,12435211,3
29655,Hoàng Hải Trần,0980555266,user29655@example.com,502486392290,Nam,1999-03-11,4016,17621443,1
29656,An Mai Bảo Vũ,0970536332,user29656@example.com,505428134675,Nam,2005-06-28,2133,862952,3
29657,Nhật Nguyễn,0955853450,user29657@example.com,997607959250,Nam,2001-12-12,892,17600041,1
29658,Chị Hồng Dương,0952060575,user29658@example.com,704102337853,Nữ,2004-03-09,3501,520426,2
29659,Cô Phương Dương,0976995397,user29659@example.com,674736462815,Nam,1990-03-01,1918,18396634,3
29660,Quang Trần,0971447003,user29660@example.com,315994276160,Nữ,1992-12-19,1322,7978441,3
29661,Bà Vi Đặng,0970759657,user29661@example.com,719673353785,Nam,1992-08-02,2930,7079785,2
29662,Kim Tấn Trần,0944344509,user29662@example.com,230711995809,Nữ,2003-01-07,2917,12032369,2
29663,Khoa Trần,0936450064,user29663@example.com,541715170485,Nữ,1992-12-30,3425,13860190,2
29664,Chị Hà Bùi,0979824240,user29664@example.com,253381071274,Nam,2005-11-24,2382,18920898,2
29665,Phúc Thế Phạm,0996611662,user29665@example.com,195635450865,Nữ,1994-06-22,4020,15067,3
29666,Hà Nguyễn,0986841275,user29666@example.com,453938060691,Nam,1998-09-02,4220,17352130,2
29667,Châu Phú Trần,0930656048,user29667@example.com,101343786260,Nam,1994-03-21,4527,12599774,1
29668,Trung Đặng,0977245599,user29668@example.com,915602220354,Nữ,1997-03-05,2229,13893120,1
29669,Vân Phạm,0919928587,user29669@example.com,181025760739,Nam,1993-04-29,4464,6762573,2
29670,An Trí Đặng,0937579865,user29670@example.com,896813305636,Nam,2002-03-20,3990,8647106,2
29671,Bà Thảo Đặng,0947795570,user29671@example.com,387474526015,Nam,1993-09-26,1912,107528,1
29672,Phúc Đức Trần,0948692288,user29672@example.com,279995521089,Nam,1992-03-08,2392,17966259,3
29673,Bảo Hữu Mai,0995594617,user29673@example.com,444663352516,Nữ,2002-03-21,2780,7451755,2
29674,Anh Tấn Trần,0957750035,user29674@example.com,701621833011,Nam,1995-06-06,4992,10075706,2
29675,Lâm Phạm,0946454303,user29675@example.com,886738161976,Nữ,2004-05-08,3874,14795615,3
29676,Phúc Phú Lê,0929952905,user29676@example.com,702049076975,Nữ,1993-08-14,177,18812523,3
29677,Kim Đức Hoàng,0934561082,user29677@example.com,690450373421,Nữ,1990-02-25,1973,4159401,1
29678,Ông Tú Lê,0937657663,user29678@example.com,688912248447,Nữ,1997-08-02,1238,11007080,1
29679,Quang Mai Dương,0939290193,user29679@example.com,780961290407,Nam,2003-05-02,53,3195189,1
29680,Phương Thị Hoàng,0967439890,user29680@example.com,532180435092,Nam,1996-02-27,3409,516722,3
29681,Minh Lê,0972173114,user29681@example.com,526681553024,Nam,1999-02-20,4725,19200432,1
29682,Ông Quang Trần,0990237917,user29682@example.com,613643834712,Nam,1999-09-14,351,13236717,1
29683,Lâm Trí Mai,0911536504,user29683@example.com,386453062900,Nữ,1991-06-30,1542,11345090,2
29684,Nhật Dương,0987718769,user29684@example.com,212993491324,Nữ,1996-05-19,2258,5133449,1
29685,Hồng Đặng,0958185630,user29685@example.com,588992526028,Nữ,1999-12-31,4831,952903,2
29686,Bà Mai Dương,0967860293,user29686@example.com,650380329151,Nam,1998-04-12,1597,3088547,1
29687,Hồng Phạm,0950976535,user29687@example.com,158206795749,Nữ,2004-09-08,3614,18812945,3
29688,Bác Dũng Mai,0933004493,user29688@example.com,352379304922,Nam,1991-12-13,2765,5869945,1
29689,Quý cô Khoa Nguyễn,0996818837,user29689@example.com,180831261565,Nam,2002-06-15,4079,12332184,3
29690,Anh Đức Dương,0978493687,user29690@example.com,415389748020,Nam,1992-06-11,4694,15163852,1
29691,Anh Minh Dương,0920670388,user29691@example.com,995637822282,Nữ,1992-05-15,1081,18569261,3
29692,Hồng Mai,0917561372,user29692@example.com,126205430627,Nữ,2001-11-12,4877,5527326,3
29693,Quý cô Thảo Lê,0961389357,user29693@example.com,929520111908,Nam,1996-05-12,2961,18336910,1
29694,An Lê,0953963069,user29694@example.com,100251372337,Nam,2003-07-30,1344,18425785,3
29695,Thành Mai,0939683672,user29695@example.com,386952462283,Nam,1990-07-18,2555,10760069,2
29696,Quý cô Xuân Mai,0939252082,user29696@example.com,334464888519,Nam,1993-08-22,1659,1611229,1
29697,Hà Phạm,0961138106,user29697@example.com,828204449971,Nam,2002-01-11,3310,5246803,2
29698,Tú Đặng,0928147866,user29698@example.com,979533120976,Nữ,2000-08-09,810,4740710,1
29699,Quý cô Kim Đặng,0941265001,user29699@example.com,386934381142,Nam,1995-03-07,1568,2657033,1
29700,Chị Bảo Phạm,0915121680,user29700@example.com,421101176322,Nữ,1991-12-31,978,69322,3
29701,Kim Tấn Hoàng,0991743818,user29701@example.com,986228548181,Nữ,2004-03-13,3332,375988,3
29702,Ông Huy Nguyễn,0989800663,user29702@example.com,188113519603,Nữ,1999-01-01,3123,8342083,2
29703,Tùng Hải Phạm,0921789373,user29703@example.com,603789461079,Nữ,1990-01-17,44,11644240,3
29704,Cô Thành Trần,0960434681,user29704@example.com,251463596120,Nữ,1999-05-15,1506,10092024,3
29705,Huy Nguyễn,0913788077,user29705@example.com,534605742348,Nữ,1990-02-06,3230,10280259,2
29706,Thành Thị Phạm,0943698275,user29706@example.com,962964728986,Nam,1996-03-16,4438,17459057,3
29707,Phương Trần,0957109119,user29707@example.com,736293294652,Nữ,2005-05-09,4864,12823591,3
29708,Quý cô Lâm Lê,0969366163,user29708@example.com,170794684504,Nam,2004-03-13,2872,1011675,3
29709,Phúc Văn Phạm,0979583485,user29709@example.com,770066022151,Nam,1991-02-25,1646,14743857,2
29710,Ông Quang Dương,0925117984,user29710@example.com,430198661950,Nam,2000-01-05,2364,5301049,1
29711,Bà Ánh Lê,0956037083,user29711@example.com,867138232170,Nữ,2000-06-27,864,10424375,3
29712,Hoàng Dương,0996316959,user29712@example.com,449781517624,Nữ,1994-06-05,1071,1523521,3
29713,Bác Quang Lê,0928117636,user29713@example.com,758557744929,Nữ,1994-05-13,884,9688524,2
29714,Cô Kim Nguyễn,0981631215,user29714@example.com,313398970588,Nữ,2001-08-22,3274,8683102,1
29715,Chị Duyên Vũ,0925614834,user29715@example.com,351834414408,Nam,1991-07-15,4809,2886714,2
29716,Quý ông Anh Dương,0937100625,user29716@example.com,377739779183,Nam,2005-12-01,11,8595972,3
29717,Bác Bảo Mai,0973004091,user29717@example.com,252813707551,Nữ,1998-08-04,2526,5147516,1
29718,Hạnh Mai Bảo Lê,0997834776,user29718@example.com,297516958210,Nữ,1993-12-03,3451,1665201,1
29719,An Đức Lê,0960584775,user29719@example.com,666691660246,Nữ,1993-02-20,3594,11195961,1
29720,Quý ông Bảo Đặng,0990423446,user29720@example.com,780938935330,Nữ,1991-12-12,3998,16331902,1
29721,Trọng Hoàng Bùi,0915320134,user29721@example.com,767934551736,Nam,1997-10-12,89,14836556,1
29722,Phúc Trần,0912178501,user29722@example.com,621806705930,Nữ,2002-04-01,1322,1785314,1
29723,Duyên Dương,0946788490,user29723@example.com,327723802754,Nữ,2003-05-16,485,10077436,1
29724,Tú Văn Lê,0995429525,user29724@example.com,468105848585,Nữ,1999-03-05,2738,5129559,2
29725,Anh Dũng Mai,0928687002,user29725@example.com,567907102059,Nữ,1996-09-01,45,2509877,2
29726,Nhiên Hữu Nguyễn,0912935735,user29726@example.com,838651308718,Nam,1990-04-03,3022,8367037,1
29727,Hà Nguyễn,0959365609,user29727@example.com,793205593542,Nữ,1998-05-17,1616,10572122,3
29728,Quý cô Hạnh Trần,0990365807,user29728@example.com,955174070152,Nữ,1994-04-15,505,326348,2
29729,Vi Lê,0984096488,user29729@example.com,525383041745,Nữ,2002-03-08,2092,2594762,2
